invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5pct,sales,date,time,payment,cogs,gross_margin_percentage,gross_income,rating,year,month,day,weekday,sales_velocity,avg_transaction_value,profit_margin_pct,high_value_txn
862-59-8517,GIZA,Naypyitaw,Normal,Female,Food And Beverages,90.24,6,27.072,568.512,27-01-2019,11:17:00,Cash,541.44,4.761904762,27.072,6.2,2019,1,27,Sunday,94.752,568.512,4.761904762,Yes
401-18-8016,CAIRO,Mandalay,Member,Female,Sports And Travel,98.13,1,4.9065,103.0365,21-01-2019,17:36:00,Cash,98.13,4.761904762,4.9065,8.9,2019,1,21,Monday,103.0365,103.0365,4.761904762,No
420-18-8989,ALEX,Yangon,Member,Female,Sports And Travel,51.52,8,20.608,432.768,02-02-2019,15:47:00,Cash,412.16,4.761904762,20.608,9.6,2019,2,2,Saturday,54.096,432.768,4.761904762,Yes
277-63-2961,CAIRO,Mandalay,Member,Male,Sports And Travel,73.97,1,3.6985,77.6685,02-03-2019,15:53:00,Credit Card,73.97,4.761904762,3.6985,5.4,2019,3,2,Saturday,77.6685,77.6685,4.761904762,No
573-98-8548,GIZA,Naypyitaw,Member,Female,Fashion Accessories,31.9,1,1.595,33.495,01-05-2019,12:40:00,Ewallet,31.9,4.761904762,1.595,9.1,2019,5,1,Wednesday,33.495,33.495,4.761904762,No
620-02-2046,GIZA,Naypyitaw,Normal,Male,Home And Lifestyle,69.4,2,6.94,145.74,27-01-2019,19:48:00,Ewallet,138.8,4.761904762,6.94,9,2019,1,27,Sunday,72.87,145.74,4.761904762,No
282-35-2475,CAIRO,Mandalay,Normal,Female,Sports And Travel,93.31,2,9.331,195.951,25-03-2019,17:53:00,Cash,186.62,4.761904762,9.331,6.3,2019,3,25,Monday,97.9755,195.951,4.761904762,No
511-54-3087,CAIRO,Mandalay,Normal,Male,Sports And Travel,88.45,1,4.4225,92.8725,25-02-2019,16:36:00,Credit Card,88.45,4.761904762,4.4225,9.5,2019,2,25,Monday,92.8725,92.8725,4.761904762,No
726-29-6793,ALEX,Yangon,Member,Male,Electronic Accessories,24.18,8,9.672,203.112,28-01-2019,20:54:00,Ewallet,193.44,4.761904762,9.672,9.8,2019,1,28,Monday,25.389,203.112,4.761904762,No
387-49-4215,CAIRO,Mandalay,Member,Female,Sports And Travel,48.5,3,7.275,152.775,01-08-2019,12:50:00,Cash,145.5,4.761904762,7.275,6.7,2019,8,1,Thursday,50.925,152.775,4.761904762,No
862-17-9201,CAIRO,Mandalay,Normal,Female,Food And Beverages,84.05,6,25.215,529.515,29-01-2019,10:48:00,Credit Card,504.3,4.761904762,25.215,7.7,2019,1,29,Tuesday,88.2525,529.515,4.761904762,Yes
291-21-5991,CAIRO,Mandalay,Member,Male,Health And Beauty,61.29,5,15.3225,321.7725,29-03-2019,14:28:00,Cash,306.45,4.761904762,15.3225,7,2019,3,29,Friday,64.3545,321.7725,4.761904762,No
602-80-9671,GIZA,Naypyitaw,Member,Female,Home And Lifestyle,15.95,6,4.785,100.485,02-09-2019,17:15:00,Credit Card,95.7,4.761904762,4.785,5.1,2019,9,2,Monday,16.7475,100.485,4.761904762,No
347-72-6115,CAIRO,Mandalay,Member,Female,Sports And Travel,90.74,7,31.759,666.939,16-01-2019,18:03:00,Credit Card,635.18,4.761904762,31.759,6.2,2019,1,16,Wednesday,95.277,666.939,4.761904762,Yes
209-61-0206,ALEX,Yangon,Normal,Female,Home And Lifestyle,42.91,5,10.7275,225.2775,01-05-2019,17:29:00,Ewallet,214.55,4.761904762,10.7275,6.1,2019,5,1,Wednesday,45.0555,225.2775,4.761904762,No
595-27-4851,ALEX,Yangon,Normal,Female,Fashion Accessories,54.28,7,18.998,398.958,27-01-2019,18:05:00,Ewallet,379.96,4.761904762,18.998,9.3,2019,1,27,Sunday,56.994,398.958,4.761904762,Yes
189-52-0236,ALEX,Yangon,Normal,Male,Electronic Accessories,99.55,7,34.8425,731.6925,14-03-2019,12:07:00,Cash,696.85,4.761904762,34.8425,7.6,2019,3,14,Thursday,104.5275,731.6925,4.761904762,Yes
503-07-0930,GIZA,Naypyitaw,Member,Male,Sports And Travel,58.39,7,20.4365,429.1665,23-02-2019,19:49:00,Credit Card,408.73,4.761904762,20.4365,8.2,2019,2,23,Saturday,61.3095,429.1665,4.761904762,Yes
413-20-6708,GIZA,Naypyitaw,Member,Female,Fashion Accessories,51.47,1,2.5735,54.0435,18-03-2019,15:52:00,Ewallet,51.47,4.761904762,2.5735,8.5,2019,3,18,Monday,54.0435,54.0435,4.761904762,No
425-85-2085,CAIRO,Mandalay,Member,Male,Health And Beauty,54.86,5,13.715,288.015,29-03-2019,16:48:00,Ewallet,274.3,4.761904762,13.715,9.8,2019,3,29,Friday,57.603,288.015,4.761904762,No
521-18-7827,GIZA,Naypyitaw,Member,Male,Home And Lifestyle,39.39,5,9.8475,206.7975,22-01-2019,20:46:00,Credit Card,196.95,4.761904762,9.8475,8.7,2019,1,22,Tuesday,41.3595,206.7975,4.761904762,No
220-28-1851,ALEX,Yangon,Normal,Male,Home And Lifestyle,34.73,2,3.473,72.933,03-01-2019,18:14:00,Ewallet,69.46,4.761904762,3.473,9.7,2019,1,3,Thursday,36.4665,72.933,4.761904762,No
600-38-9738,GIZA,Naypyitaw,Member,Male,Sports And Travel,71.92,5,17.98,377.58,17-01-2019,15:05:00,Credit Card,359.6,4.761904762,17.98,4.3,2019,1,17,Thursday,75.516,377.58,4.761904762,Yes
734-91-1155,CAIRO,Mandalay,Normal,Female,Electronic Accessories,45.71,3,6.8565,143.9865,26-03-2019,10:34:00,Credit Card,137.13,4.761904762,6.8565,7.7,2019,3,26,Tuesday,47.9955,143.9865,4.761904762,No
451-28-5717,GIZA,Naypyitaw,Member,Female,Home And Lifestyle,83.17,6,24.951,523.971,20-03-2019,11:23:00,Cash,499.02,4.761904762,24.951,7.3,2019,3,20,Wednesday,87.3285,523.971,4.761904762,Yes
609-81-8548,ALEX,Yangon,Member,Female,Home And Lifestyle,37.44,6,11.232,235.872,02-06-2019,13:55:00,Credit Card,224.64,4.761904762,11.232,5.9,2019,6,2,Sunday,39.312,235.872,4.761904762,No
133-14-7229,GIZA,Naypyitaw,Normal,Male,Health And Beauty,62.87,2,6.287,132.027,01-01-2019,11:43:00,Cash,125.74,4.761904762,6.287,5,2019,1,1,Tuesday,66.0135,132.027,4.761904762,No
534-01-4457,ALEX,Yangon,Normal,Male,Food And Beverages,81.71,6,24.513,514.773,27-01-2019,14:36:00,Credit Card,490.26,4.761904762,24.513,8,2019,1,27,Sunday,85.7955,514.773,4.761904762,Yes
719-89-8991,ALEX,Yangon,Member,Female,Sports And Travel,91.41,5,22.8525,479.9025,25-02-2019,16:03:00,Ewallet,457.05,4.761904762,22.8525,7.1,2019,2,25,Monday,95.9805,479.9025,4.761904762,Yes
286-62-6248,CAIRO,Mandalay,Normal,Male,Fashion Accessories,39.21,4,7.842,164.682,16-01-2019,20:03:00,Credit Card,156.84,4.761904762,7.842,9,2019,1,16,Wednesday,41.1705,164.682,4.761904762,No
339-38-9982,CAIRO,Mandalay,Member,Male,Fashion Accessories,59.86,2,5.986,125.706,13-01-2019,14:55:00,Ewallet,119.72,4.761904762,5.986,6.7,2019,1,13,Sunday,62.853,125.706,4.761904762,No
827-44-5872,CAIRO,Mandalay,Member,Female,Food And Beverages,54.36,10,27.18,570.78,02-07-2019,11:28:00,Credit Card,543.6,4.761904762,27.18,6.1,2019,7,2,Tuesday,57.078,570.78,4.761904762,Yes
827-77-7633,ALEX,Yangon,Normal,Male,Sports And Travel,98.09,9,44.1405,926.9505,17-02-2019,19:41:00,Cash,882.81,4.761904762,44.1405,9.3,2019,2,17,Sunday,102.9945,926.9505,4.761904762,Yes
287-83-1405,ALEX,Yangon,Normal,Male,Health And Beauty,25.43,6,7.629,160.209,02-12-2019,19:01:00,Ewallet,152.58,4.761904762,7.629,7,2019,12,2,Monday,26.7015,160.209,4.761904762,No
435-13-4908,ALEX,Yangon,Member,Male,Fashion Accessories,86.68,8,34.672,728.112,24-01-2019,18:04:00,Credit Card,693.44,4.761904762,34.672,7.2,2019,1,24,Thursday,91.014,728.112,4.761904762,Yes
857-67-9057,CAIRO,Mandalay,Normal,Male,Electronic Accessories,22.95,10,11.475,240.975,02-06-2019,19:20:00,Ewallet,229.5,4.761904762,11.475,8.2,2019,6,2,Sunday,24.0975,240.975,4.761904762,No
236-27-1144,GIZA,Naypyitaw,Normal,Female,Food And Beverages,16.31,9,7.3395,154.1295,26-03-2019,10:31:00,Ewallet,146.79,4.761904762,7.3395,8.4,2019,3,26,Tuesday,17.1255,154.1295,4.761904762,No
892-05-6689,ALEX,Yangon,Normal,Female,Home And Lifestyle,28.32,5,7.08,148.68,03-11-2019,13:28:00,Ewallet,141.6,4.761904762,7.08,6.2,2019,11,3,Sunday,29.736,148.68,4.761904762,No
583-41-4548,GIZA,Naypyitaw,Normal,Male,Home And Lifestyle,16.67,7,5.8345,122.5245,02-07-2019,11:36:00,Ewallet,116.69,4.761904762,5.8345,7.4,2019,7,2,Tuesday,17.5035,122.5245,4.761904762,No
339-12-4827,CAIRO,Mandalay,Member,Female,Fashion Accessories,73.96,1,3.698,77.658,01-05-2019,11:32:00,Credit Card,73.96,4.761904762,3.698,5,2019,5,1,Wednesday,77.658,77.658,4.761904762,No
643-38-7867,ALEX,Yangon,Normal,Male,Home And Lifestyle,97.94,1,4.897,102.837,03-07-2019,11:44:00,Ewallet,97.94,4.761904762,4.897,6.9,2019,7,3,Wednesday,102.837,102.837,4.761904762,No
308-81-0538,ALEX,Yangon,Normal,Female,Fashion Accessories,73.05,4,14.61,306.81,25-02-2019,17:16:00,Credit Card,292.2,4.761904762,14.61,4.9,2019,2,25,Monday,76.7025,306.81,4.761904762,No
358-88-9262,GIZA,Naypyitaw,Member,Female,Food And Beverages,87.48,6,26.244,551.124,02-01-2019,18:43:00,Ewallet,524.88,4.761904762,26.244,5.1,2019,1,2,Wednesday,91.854,551.124,4.761904762,Yes
460-35-4390,ALEX,Yangon,Normal,Male,Home And Lifestyle,30.68,3,4.602,96.642,22-01-2019,11:00:00,Ewallet,92.04,4.761904762,4.602,9.1,2019,1,22,Tuesday,32.214,96.642,4.761904762,No
343-87-0864,GIZA,Naypyitaw,Member,Male,Health And Beauty,75.88,1,3.794,79.674,01-03-2019,10:30:00,Credit Card,75.88,4.761904762,3.794,7.1,2019,3,1,Friday,79.674,79.674,4.761904762,No
173-50-1108,CAIRO,Mandalay,Member,Female,Sports And Travel,20.18,4,4.036,84.756,13-02-2019,12:14:00,Credit Card,80.72,4.761904762,4.036,5,2019,2,13,Wednesday,21.189,84.756,4.761904762,No
243-47-2663,GIZA,Naypyitaw,Member,Male,Electronic Accessories,18.77,6,5.631,118.251,28-01-2019,16:43:00,Credit Card,112.62,4.761904762,5.631,5.5,2019,1,28,Monday,19.7085,118.251,4.761904762,No
841-18-8232,CAIRO,Mandalay,Normal,Female,Food And Beverages,71.2,1,3.56,74.76,01-05-2019,20:40:00,Credit Card,71.2,4.761904762,3.56,9.2,2019,5,1,Wednesday,74.76,74.76,4.761904762,No
701-23-5550,CAIRO,Mandalay,Member,Male,Home And Lifestyle,38.81,4,7.762,163.002,19-03-2019,13:40:00,Ewallet,155.24,4.761904762,7.762,4.9,2019,3,19,Tuesday,40.7505,163.002,4.761904762,No
647-50-1224,ALEX,Yangon,Normal,Female,Fashion Accessories,29.42,10,14.71,308.91,01-12-2019,16:23:00,Ewallet,294.2,4.761904762,14.71,8.9,2019,12,1,Sunday,30.891,308.91,4.761904762,No
541-48-8554,ALEX,Yangon,Normal,Male,Sports And Travel,60.95,9,27.4275,575.9775,01-07-2019,12:08:00,Credit Card,548.55,4.761904762,27.4275,6,2019,7,1,Monday,63.9975,575.9775,4.761904762,Yes
539-21-7227,CAIRO,Mandalay,Normal,Female,Sports And Travel,51.54,5,12.885,270.585,26-01-2019,17:45:00,Cash,257.7,4.761904762,12.885,4.2,2019,1,26,Saturday,54.117,270.585,4.761904762,No
213-32-1216,ALEX,Yangon,Normal,Female,Electronic Accessories,66.06,6,19.818,416.178,23-01-2019,10:28:00,Cash,396.36,4.761904762,19.818,7.3,2019,1,23,Wednesday,69.363,416.178,4.761904762,Yes
747-58-7183,CAIRO,Mandalay,Normal,Male,Fashion Accessories,57.27,3,8.5905,180.4005,02-09-2019,20:31:00,Ewallet,171.81,4.761904762,8.5905,6.5,2019,9,2,Monday,60.1335,180.4005,4.761904762,No
582-52-8065,CAIRO,Mandalay,Normal,Female,Fashion Accessories,54.31,9,24.4395,513.2295,22-02-2019,10:49:00,Cash,488.79,4.761904762,24.4395,8.9,2019,2,22,Friday,57.0255,513.2295,4.761904762,Yes
210-57-1719,CAIRO,Mandalay,Normal,Female,Health And Beauty,58.24,9,26.208,550.368,02-05-2019,12:34:00,Cash,524.16,4.761904762,26.208,9.7,2019,5,2,Thursday,61.152,550.368,4.761904762,Yes
399-69-4630,GIZA,Naypyitaw,Normal,Male,Electronic Accessories,22.21,6,6.663,139.923,03-07-2019,10:23:00,Credit Card,133.26,4.761904762,6.663,8.6,2019,7,3,Wednesday,23.3205,139.923,4.761904762,No
134-75-2619,ALEX,Yangon,Member,Male,Electronic Accessories,19.32,7,6.762,142.002,25-03-2019,18:51:00,Cash,135.24,4.761904762,6.762,6.9,2019,3,25,Monday,20.286,142.002,4.761904762,No
356-44-8813,CAIRO,Mandalay,Normal,Male,Home And Lifestyle,37.48,3,5.622,118.062,20-01-2019,13:45:00,Credit Card,112.44,4.761904762,5.622,7.7,2019,1,20,Sunday,39.354,118.062,4.761904762,No
198-66-9832,CAIRO,Mandalay,Member,Female,Fashion Accessories,72.04,2,7.204,151.284,02-04-2019,19:38:00,Cash,144.08,4.761904762,7.204,9.5,2019,4,2,Tuesday,75.642,151.284,4.761904762,No
283-26-5248,GIZA,Naypyitaw,Member,Female,Food And Beverages,98.52,10,49.26,1034.46,30-01-2019,20:23:00,Ewallet,985.2,4.761904762,49.26,4.5,2019,1,30,Wednesday,103.446,1034.46,4.761904762,Yes
712-39-0363,ALEX,Yangon,Member,Male,Food And Beverages,41.66,6,12.498,262.458,01-02-2019,15:24:00,Ewallet,249.96,4.761904762,12.498,5.6,2019,2,1,Friday,43.743,262.458,4.761904762,No
218-59-9410,ALEX,Yangon,Member,Female,Home And Lifestyle,72.42,3,10.863,228.123,29-03-2019,16:54:00,Ewallet,217.26,4.761904762,10.863,8.2,2019,3,29,Friday,76.041,228.123,4.761904762,No
174-75-0888,CAIRO,Mandalay,Normal,Male,Electronic Accessories,21.58,9,9.711,203.931,14-03-2019,12:32:00,Cash,194.22,4.761904762,9.711,7.3,2019,3,14,Thursday,22.659,203.931,4.761904762,No
866-99-7614,GIZA,Naypyitaw,Normal,Male,Food And Beverages,89.2,10,44.6,936.6,02-11-2019,15:42:00,Credit Card,892,4.761904762,44.6,4.4,2019,11,2,Saturday,93.66,936.6,4.761904762,Yes
134-54-4720,CAIRO,Mandalay,Normal,Female,Electronic Accessories,42.42,8,16.968,356.328,30-01-2019,13:58:00,Ewallet,339.36,4.761904762,16.968,5.7,2019,1,30,Wednesday,44.541,356.328,4.761904762,Yes
760-90-2357,ALEX,Yangon,Member,Male,Electronic Accessories,74.51,6,22.353,469.413,20-03-2019,15:08:00,Ewallet,447.06,4.761904762,22.353,5,2019,3,20,Wednesday,78.2355,469.413,4.761904762,Yes
514-37-2845,CAIRO,Mandalay,Normal,Male,Fashion Accessories,99.25,2,9.925,208.425,20-03-2019,13:02:00,Cash,198.5,4.761904762,9.925,9,2019,3,20,Wednesday,104.2125,208.425,4.761904762,No
698-98-5964,ALEX,Yangon,Normal,Female,Food And Beverages,81.21,10,40.605,852.705,17-01-2019,13:01:00,Credit Card,812.1,4.761904762,40.605,6.3,2019,1,17,Thursday,85.2705,852.705,4.761904762,Yes
718-57-9773,GIZA,Naypyitaw,Normal,Female,Sports And Travel,49.33,10,24.665,517.965,02-03-2019,16:40:00,Credit Card,493.3,4.761904762,24.665,9.4,2019,3,2,Saturday,51.7965,517.965,4.761904762,Yes
651-88-7328,ALEX,Yangon,Normal,Female,Fashion Accessories,65.74,9,29.583,621.243,01-01-2019,13:55:00,Cash,591.66,4.761904762,29.583,7.7,2019,1,1,Tuesday,69.027,621.243,4.761904762,Yes
241-11-2261,CAIRO,Mandalay,Normal,Female,Fashion Accessories,79.86,7,27.951,586.971,01-10-2019,10:33:00,Credit Card,559.02,4.761904762,27.951,5.5,2019,10,1,Tuesday,83.853,586.971,4.761904762,Yes
408-26-9866,GIZA,Naypyitaw,Normal,Female,Sports And Travel,73.98,7,25.893,543.753,03-02-2019,16:42:00,Ewallet,517.86,4.761904762,25.893,4.1,2019,2,3,Sunday,77.679,543.753,4.761904762,Yes
834-83-1826,CAIRO,Mandalay,Member,Female,Home And Lifestyle,82.04,5,20.51,430.71,25-02-2019,17:16:00,Credit Card,410.2,4.761904762,20.51,7.6,2019,2,25,Monday,86.142,430.71,4.761904762,Yes
343-61-3544,CAIRO,Mandalay,Member,Male,Sports And Travel,26.67,10,13.335,280.035,29-01-2019,11:48:00,Cash,266.7,4.761904762,13.335,8.6,2019,1,29,Tuesday,28.0035,280.035,4.761904762,No
239-48-4278,ALEX,Yangon,Member,Male,Food And Beverages,10.13,7,3.5455,74.4555,03-10-2019,19:35:00,Ewallet,70.91,4.761904762,3.5455,8.3,2019,10,3,Thursday,10.6365,74.4555,4.761904762,No
355-34-6244,CAIRO,Mandalay,Normal,Male,Food And Beverages,72.39,2,7.239,152.019,13-01-2019,19:55:00,Credit Card,144.78,4.761904762,7.239,8.1,2019,1,13,Sunday,76.0095,152.019,4.761904762,No
550-84-8664,ALEX,Yangon,Normal,Male,Sports And Travel,85.91,5,21.4775,451.0275,22-03-2019,14:33:00,Credit Card,429.55,4.761904762,21.4775,8.6,2019,3,22,Friday,90.2055,451.0275,4.761904762,Yes
339-96-8318,CAIRO,Mandalay,Member,Male,Fashion Accessories,81.31,7,28.4585,597.6285,03-01-2019,19:49:00,Ewallet,569.17,4.761904762,28.4585,6.3,2019,1,3,Thursday,85.3755,597.6285,4.761904762,Yes
458-61-0011,CAIRO,Mandalay,Normal,Male,Food And Beverages,60.3,4,12.06,253.26,20-02-2019,18:43:00,Cash,241.2,4.761904762,12.06,5.8,2019,2,20,Wednesday,63.315,253.26,4.761904762,No
592-34-6155,GIZA,Naypyitaw,Normal,Male,Food And Beverages,31.77,4,6.354,133.434,14-01-2019,14:43:00,Ewallet,127.08,4.761904762,6.354,6.2,2019,1,14,Monday,33.3585,133.434,4.761904762,No
797-88-0493,ALEX,Yangon,Normal,Female,Health And Beauty,64.27,4,12.854,269.934,26-03-2019,13:54:00,Cash,257.08,4.761904762,12.854,7.7,2019,3,26,Tuesday,67.4835,269.934,4.761904762,No
207-73-1363,CAIRO,Mandalay,Normal,Male,Health And Beauty,69.51,2,6.951,145.971,03-01-2019,12:15:00,Ewallet,139.02,4.761904762,6.951,8.1,2019,1,3,Thursday,72.9855,145.971,4.761904762,No
390-31-6381,GIZA,Naypyitaw,Normal,Male,Food And Beverages,27.22,3,4.083,85.743,01-07-2019,12:37:00,Cash,81.66,4.761904762,4.083,7.3,2019,7,1,Monday,28.581,85.743,4.761904762,No
443-82-0585,ALEX,Yangon,Member,Female,Health And Beauty,77.68,4,15.536,326.256,02-01-2019,19:54:00,Cash,310.72,4.761904762,15.536,8.4,2019,1,2,Wednesday,81.564,326.256,4.761904762,Yes
339-18-7061,GIZA,Naypyitaw,Member,Female,Fashion Accessories,92.98,2,9.298,195.258,13-02-2019,15:06:00,Credit Card,185.96,4.761904762,9.298,8,2019,2,13,Wednesday,97.629,195.258,4.761904762,No
359-90-3665,CAIRO,Mandalay,Member,Female,Fashion Accessories,18.08,4,3.616,75.936,14-01-2019,18:03:00,Credit Card,72.32,4.761904762,3.616,9.5,2019,1,14,Monday,18.984,75.936,4.761904762,No
375-72-3056,CAIRO,Mandalay,Normal,Male,Sports And Travel,63.06,3,9.459,198.639,19-01-2019,15:58:00,Ewallet,189.18,4.761904762,9.459,7,2019,1,19,Saturday,66.213,198.639,4.761904762,No
127-47-6963,ALEX,Yangon,Normal,Male,Health And Beauty,51.71,4,10.342,217.182,03-09-2019,13:53:00,Credit Card,206.84,4.761904762,10.342,9.8,2019,9,3,Tuesday,54.2955,217.182,4.761904762,No
278-86-2735,ALEX,Yangon,Normal,Female,Food And Beverages,52.34,3,7.851,164.871,27-03-2019,14:03:00,Cash,157.02,4.761904762,7.851,9.2,2019,3,27,Wednesday,54.957,164.871,4.761904762,No
695-28-6250,ALEX,Yangon,Normal,Female,Sports And Travel,43.06,5,10.765,226.065,02-04-2019,16:38:00,Ewallet,215.3,4.761904762,10.765,7.7,2019,4,2,Tuesday,45.213,226.065,4.761904762,No
379-17-6588,GIZA,Naypyitaw,Normal,Male,Fashion Accessories,59.61,10,29.805,625.905,14-03-2019,11:07:00,Cash,596.1,4.761904762,29.805,5.3,2019,3,14,Thursday,62.5905,625.905,4.761904762,Yes
227-50-3718,ALEX,Yangon,Normal,Male,Health And Beauty,14.62,5,3.655,76.755,03-04-2019,12:23:00,Cash,73.1,4.761904762,3.655,4.4,2019,4,3,Wednesday,15.351,76.755,4.761904762,No
302-15-2162,GIZA,Naypyitaw,Member,Male,Health And Beauty,46.53,6,13.959,293.139,03-03-2019,10:54:00,Credit Card,279.18,4.761904762,13.959,4.3,2019,3,3,Sunday,48.8565,293.139,4.761904762,No
788-07-8452,GIZA,Naypyitaw,Member,Female,Home And Lifestyle,24.24,7,8.484,178.164,27-01-2019,17:38:00,Ewallet,169.68,4.761904762,8.484,9.4,2019,1,27,Sunday,25.452,178.164,4.761904762,No
560-49-6611,ALEX,Yangon,Member,Female,Sports And Travel,45.58,1,2.279,47.859,02-07-2019,14:13:00,Cash,45.58,4.761904762,2.279,9.8,2019,7,2,Tuesday,47.859,47.859,4.761904762,No
880-35-0356,ALEX,Yangon,Member,Female,Sports And Travel,75.2,3,11.28,236.88,02-05-2019,11:51:00,Ewallet,225.6,4.761904762,11.28,4.8,2019,5,2,Thursday,78.96,236.88,4.761904762,No
585-11-6748,CAIRO,Mandalay,Member,Male,Sports And Travel,96.8,3,14.52,304.92,15-03-2019,13:05:00,Cash,290.4,4.761904762,14.52,5.3,2019,3,15,Friday,101.64,304.92,4.761904762,No
470-31-3286,CAIRO,Mandalay,Normal,Male,Health And Beauty,14.82,3,2.223,46.683,03-01-2019,11:30:00,Credit Card,44.46,4.761904762,2.223,8.7,2019,1,3,Thursday,15.561,46.683,4.761904762,No
152-68-2907,ALEX,Yangon,Normal,Male,Food And Beverages,52.2,3,7.83,164.43,15-02-2019,13:30:00,Credit Card,156.6,4.761904762,7.83,9.5,2019,2,15,Friday,54.81,164.43,4.761904762,No
123-35-4896,GIZA,Naypyitaw,Normal,Female,Sports And Travel,46.66,9,20.997,440.937,17-02-2019,19:11:00,Ewallet,419.94,4.761904762,20.997,5.3,2019,2,17,Sunday,48.993,440.937,4.761904762,Yes
258-69-7810,GIZA,Naypyitaw,Normal,Female,Fashion Accessories,36.85,5,9.2125,193.4625,26-01-2019,18:53:00,Cash,184.25,4.761904762,9.2125,9.2,2019,1,26,Saturday,38.6925,193.4625,4.761904762,No
334-64-2006,ALEX,Yangon,Member,Female,Home And Lifestyle,70.32,2,7.032,147.672,24-03-2019,14:22:00,Ewallet,140.64,4.761904762,7.032,9.6,2019,3,24,Sunday,73.836,147.672,4.761904762,No
219-61-4139,GIZA,Naypyitaw,Normal,Male,Electronic Accessories,83.08,1,4.154,87.234,23-01-2019,17:16:00,Ewallet,83.08,4.761904762,4.154,6.4,2019,1,23,Wednesday,87.234,87.234,4.761904762,No
881-41-7302,GIZA,Naypyitaw,Normal,Female,Fashion Accessories,64.99,1,3.2495,68.2395,26-01-2019,10:06:00,Credit Card,64.99,4.761904762,3.2495,4.5,2019,1,26,Saturday,68.2395,68.2395,4.761904762,No
373-09-4567,GIZA,Naypyitaw,Normal,Male,Food And Beverages,77.56,10,38.78,814.38,14-03-2019,20:35:00,Ewallet,775.6,4.761904762,38.78,6.9,2019,3,14,Thursday,81.438,814.38,4.761904762,Yes
642-30-6693,CAIRO,Mandalay,Normal,Female,Sports And Travel,54.51,6,16.353,343.413,17-03-2019,13:54:00,Ewallet,327.06,4.761904762,16.353,7.8,2019,3,17,Sunday,57.2355,343.413,4.761904762,Yes
484-22-8230,GIZA,Naypyitaw,Member,Female,Fashion Accessories,51.89,7,18.1615,381.3915,01-08-2019,20:08:00,Cash,363.23,4.761904762,18.1615,4.5,2019,8,1,Thursday,54.4845,381.3915,4.761904762,Yes
830-58-2383,CAIRO,Mandalay,Normal,Male,Home And Lifestyle,31.75,4,6.35,133.35,02-08-2019,15:26:00,Cash,127,4.761904762,6.35,8.6,2019,8,2,Friday,33.3375,133.35,4.761904762,No
559-98-9873,ALEX,Yangon,Member,Female,Fashion Accessories,53.65,7,18.7775,394.3275,02-10-2019,12:56:00,Ewallet,375.55,4.761904762,18.7775,5.2,2019,10,2,Wednesday,56.3325,394.3275,4.761904762,Yes
544-32-5024,GIZA,Naypyitaw,Member,Female,Food And Beverages,49.79,4,9.958,209.118,28-03-2019,19:16:00,Credit Card,199.16,4.761904762,9.958,6.4,2019,3,28,Thursday,52.2795,209.118,4.761904762,No
318-12-0304,ALEX,Yangon,Normal,Male,Fashion Accessories,30.61,1,1.5305,32.1405,23-01-2019,12:20:00,Ewallet,30.61,4.761904762,1.5305,5.2,2019,1,23,Wednesday,32.1405,32.1405,4.761904762,No
349-97-8902,CAIRO,Mandalay,Member,Male,Food And Beverages,57.89,2,5.789,121.569,17-01-2019,10:37:00,Ewallet,115.78,4.761904762,5.789,8.9,2019,1,17,Thursday,60.7845,121.569,4.761904762,No
421-95-9805,ALEX,Yangon,Normal,Female,Electronic Accessories,28.96,1,1.448,30.408,02-07-2019,10:18:00,Credit Card,28.96,4.761904762,1.448,6.2,2019,7,2,Tuesday,30.408,30.408,4.761904762,No
277-35-5865,GIZA,Naypyitaw,Member,Female,Food And Beverages,98.97,9,44.5365,935.2665,03-09-2019,11:23:00,Cash,890.73,4.761904762,44.5365,6.7,2019,9,3,Tuesday,103.9185,935.2665,4.761904762,Yes
789-23-8625,CAIRO,Mandalay,Member,Male,Fashion Accessories,93.22,3,13.983,293.643,24-01-2019,11:45:00,Cash,279.66,4.761904762,13.983,7.2,2019,1,24,Thursday,97.881,293.643,4.761904762,No
284-54-4231,GIZA,Naypyitaw,Member,Male,Sports And Travel,80.93,1,4.0465,84.9765,19-01-2019,16:08:00,Credit Card,80.93,4.761904762,4.0465,9,2019,1,19,Saturday,84.9765,84.9765,4.761904762,No
443-59-0061,ALEX,Yangon,Member,Male,Food And Beverages,67.45,10,33.725,708.225,02-03-2019,11:25:00,Ewallet,674.5,4.761904762,33.725,4.2,2019,3,2,Saturday,70.8225,708.225,4.761904762,Yes
509-29-3912,ALEX,Yangon,Member,Female,Sports And Travel,38.72,9,17.424,365.904,20-03-2019,12:24:00,Ewallet,348.48,4.761904762,17.424,4.2,2019,3,20,Wednesday,40.656,365.904,4.761904762,Yes
327-40-9673,CAIRO,Mandalay,Member,Male,Sports And Travel,72.6,6,21.78,457.38,13-01-2019,19:51:00,Cash,435.6,4.761904762,21.78,6.9,2019,1,13,Sunday,76.23,457.38,4.761904762,Yes
840-19-2096,GIZA,Naypyitaw,Member,Male,Electronic Accessories,87.91,5,21.9775,461.5275,14-03-2019,18:10:00,Ewallet,439.55,4.761904762,21.9775,4.4,2019,3,14,Thursday,92.3055,461.5275,4.761904762,Yes
